dms_orig,dms_dest,wgt_dist
321,451,2410
321,452,2267
321,459,2380
321,460,1313
321,471,1745
321,472,1945
321,473,2114
321,479,2135
321,481,1435
321,482,1644
321,483,1581
321,484,1362
321,485,1036
321,486,1578
321,487,1556
321,488,1415
321,489,1626
321,491,463
321,499,286
321,500,2895
321,511,2486
321,512,2557
321,513,2460
321,519,2318
321,531,1143
321,532,1062
321,539,1215
321,540,2284
321,551,1811
321,559,1905
321,560,797
329,011,2274
329,012,2161
329,019,2289
329,020,2820
329,041,666
329,042,790
329,049,795
329,050,1948
329,061,637
329,062,172
329,063,605
329,064,271
329,065,347
329,069,389
329,081,1047
329,089,1067
329,091,2697
329,092,2700
329,099,2859
329,109,2575
329,111,2479
329,121,2663
329,122,2857
329,123,2679
329,124,2685
329,129,2420
329,131,2328
329,132,2534
329,139,2631
329,160,780
329,171,1784
329,172,1880
329,179,1935
329,181,1897
329,182,2010
329,183,2056
329,189,2121
329,190,1666
329,201,1636
329,202,1424
329,209,1617
329,211,2120
329,212,2130
329,219,2282
329,221,2045
329,222,1941
329,223,2130
329,229,2133
329,230,2915
329,241,2507
329,242,2486
329,249,2659
329,251,2757
329,259,2893
329,261,2277
329,262,2160
329,269,2370
329,271,1858
329,279,1847
329,280,2205
329,291,1641
329,292,1875
329,299,1837
329,300,1160
329,311,1436
329,319,1329
329,321,238
329,329,94
329,331,2820
329,339,2979
329,341,2657
329,342,2630
329,350,1226
329,361,2797
329,362,2487
329,363,2609
329,364,2504
329,369,2871
329,371,2444
329,372,2448
329,373,2549
329,379,2581
329,380,1358
329,391,2084
329,392,2281
329,393,2266
329,394,2046
329,399,2261
329,401,1565
329,402,1608
329,409,1538
329,411,797
329,419,597
329,421,2524
329,422,2331
329,423,2499
329,429,2441
329,441,2668
329,451,2573
329,452,2380
329,459,2550
329,460,1587
329,471,1960
329,472,2065
329,473,2229
329,479,2331
329,481,1681
329,482,1880
329,484,1626
329,485,1122
329,486,1799
329,487,1762
329,488,1622
329,489,1972
329,491,546
329,499,689
329,500,2809
329,511,2600
329,512,2688
329,513,2491
329,519,2696
329,531,940
329,532,806
329,539,958
329,540,2504
329,551,1864
329,559,2021
329,560,1032
331,011,1254
331,012,1241
331,019,1347
331,020,4860
331,041,2704
331,042,2750
331,049,2862
331,050,1525
331,061,3000
331,062,3021
331,063,3173
331,064,3146
331,065,3158
331,069,3268
331,081,2094
331,089,2187
331,091,182
331,092,216
331,099,142
331,101,417
331,109,486
331,111,492
331,121,1260
331,122,1414
331,123,1358
331,124,1401
331,129,1528
331,131,1168
331,132,1113
331,139,1348
331,160,2830
331,171,1074
331,172,1182
331,179,1210
331,181,1030
331,182,999
331,183,914
331,189,1052
331,190,1393
331,201,1506
331,202,1727
331,209,1704
331,211,923
331,212,1023
331,219,1135
331,221,1631
331,223,1614
331,229,1643
331,230,180
331,241,474
331,242,594
331,249,592
331,251,78
331,259,157
331,261,903
331,262,1008
331,269,1015
331,271,1497
331,279,1614
331,280,1508
331,291,1486
331,292,1257
331,299,1415
331,300,2745
331,311,1495
331,319,1768
331,321,2770
331,329,2728
331,331,20
331,339,74
331,341,328
331,342,397
331,350,2375
331,361,222
331,362,530
331,363,287
331,364,452
331,369,371
331,371,924
331,372,849
331,373,784
331,379,932
331,380,1876
331,391,878
331,392,720
331,393,818
331,394,881
331,399,815
331,401,1721
331,402,1660
331,409,1830
331,411,3169
331,419,2869
331,421,386
331,422,617
331,423,339
331,429,536
331,441,151
331,451,1010
331,452,1020
331,459,1044
331,460,1851
331,471,1294
331,472,1195
331,473,983
331,479,1248
331,481,2028
331,482,1798
331,483,2221
331,484,1838
331,485,2516
331,486,1941
331,487,2320
331,488,2107
331,489,2161
331,491,2453
331,499,2564
331,500,155
331,511,601
331,512,661
331,513,568
331,519,797
331,531,3113
331,532,3115
331,539,2963
331,540,740
331,551,1151
331,559,1279
331,560,2230
339,011,1318
339,012,1516
339,019,1438
339,020,5019
339,041,2682
339,042,2787
339,049,2750
339,050,1549
339,061,3003
339,062,2997
339,063,3183
339,064,3104
339,065,3136
339,069,3050
339,081,2043
339,089,2189
339,091,176
339,092,218
339,099,178
339,101,449
339,109,537
339,111,536
339,121,1311
339,122,1517
339,123,1405
339,124,1437
339,129,1576
339,131,1180
339,132,1186
339,139,1330
339,160,2925
339,171,1032
339,172,1207
339,179,1170
339,181,974
339,182,989
339,183,889
339,189,1043
339,190,1334
339,201,1499
339,202,1681
339,209,1721
339,211,954
339,212,991
339,219,1147
339,221,1666
339,222,1812
339,223,1643
339,229,1659
339,230,212
339,241,524
339,242,594
339,249,640
339,251,137
339,259,142
339,261,873
339,262,966
339,269,997
339,271,1397
339,279,1610
339,280,1452
339,291,1466
339,292,1167
339,299,1384
339,300,2814
339,319,1666
339,321,2784
339,329,2780
339,331,75
339,339,34
339,341,307
339,342,432
339,350,2132
339,361,170
339,362,495
339,363,251
339,364,423
339,369,342
339,371,977
339,372,861
339,373,817
339,379,976
339,380,1910
339,391,884
339,392,676
339,393,820
339,394,855
339,399,791
339,401,1706
339,402,1628
339,409,1786
339,411,3144
339,419,2854
339,421,431
339,422,701
339,423,370
339,429,561
339,441,173
339,451,1053
339,452,1083
339,459,1064
339,460,1500
339,471,1234
339,472,1225
339,473,1001
339,479,1240
339,481,2022
339,484,1840
339,485,2614
339,486,1969
339,487,2352
339,488,2120
339,489,2240
339,491,2444
339,499,2471
339,500,110
339,511,670
339,512,815
339,513,622
339,519,810
339,531,3095
339,532,3119
339,539,2954
339,540,910
339,551,1118
339,559,1298
339,560,2282
341,011,961
341,012,1196
341,019,1011
341,020,4801
341,041,2427
341,042,2564
341,049,2557
341,050,1258
341,061,2752
341,062,2796
341,063,2989
341,064,2923
341,065,3031
341,069,2884
341,081,1747
341,089,2013
341,091,170
341,092,116
341,099,169
341,101,136
341,109,201
341,111,227
341,121,985
341,122,1151
341,123,1093
341,124,1137
341,129,1231
341,131,891
341,132,861
341,139,943
341,160,2647
341,171,847
341,172,914
341,179,942
341,181,765
341,182,700
341,183,642
341,189,799
341,190,1211
341,201,1209
341,202,1386
341,209,1479
341,211,647
341,212,726
341,219,896
341,221,1319
341,222,1476
341,223,1250
341,229,1352
341,230,454
341,241,193
341,242,241
341,249,272
341,251,264
341,259,237
341,261,632
341,262,763
341,269,925
341,271,1240
341,279,1451
341,280,1182
341,291,1177
341,292,973
341,299,1167
341,300,2632
341,311,1245
341,319,1505
341,321,2546
341,329,2576
341,331,343
341,339,323
341,341,17
341,342,110
341,350,2140
341,361,190
341,362,388
341,363,55
341,364,363
341,369,312
341,371,619
341,372,552
341,373,515
341,379,636
341,380,1727
341,391,604
341,392,479
341,393,514
341,394,593
341,399,555
341,401,1456
341,402,1341
341,409,1486
341,411,2946
341,419,2703
341,421,97
341,422,353
341,423,90
341,429,229
341,441,215
341,451,768
341,452,745
341,459,714
341,460,1618
341,471,1044
341,472,888
341,473,734
341,479,901
341,481,1734
341,482,1491
341,483,1829
341,484,1525
341,485,2315
341,486,1629
341,487,1947
341,488,1765
341,489,1777
341,491,2204
341,499,2240
341,500,301
341,511,384
341,512,367
341,513,261
341,519,468
341,531,2897
341,532,2901
341,539,2970
341,540,517
341,551,921
341,559,1116
341,560,2065
342,011,934
342,012,1145
342,019,947
342,020,4933
342,041,2418
342,042,2578
342,049,2416
342,050,1209
342,061,2743
342,062,2829
342,063,3002
342,064,2938
342,065,2950
342,069,2892
342,081,1775
342,089,2001
342,091,240
342,092,185
342,099,264
342,101,78
342,109,118
342,111,155
342,121,937
342,122,1111
342,123,1023
342,124,1066
342,129,1155
342,131,836
342,132,809
342,139,894
342,160,2744
342,171,883
342,172,932
342,179,984
342,181,766
342,182,693
342,183,675
342,189,786
342,190,1179
342,201,1210
342,202,1378
342,209,1478
342,211,738
342,212,722
342,219,842
342,221,1300
342,222,1446
342,223,1225
342,229,1316
342,230,622
342,241,139
342,242,173
342,249,203
342,251,335
342,259,333
342,261,664
342,262,758
342,269,884
342,271,1279
342,279,1422
342,280,1155
342,291,1175
342,292,966
342,299,1176
342,300,2652
342,311,1273
342,319,1490
342,321,2547
342,329,2581
342,331,389
342,339,452
342,341,99
342,342,17
342,350,2013
342,361,272
342,362,398
342,363,159
342,364,351
342,369,352
342,371,556
342,372,478
342,373,443
342,379,590
342,380,1694
342,391,592
342,392,515
342,393,499
342,394,581
342,399,572
342,401,1389
342,402,1338
342,409,1497
342,411,2960
342,419,2712
342,421,57
342,422,390
342,423,141
342,429,231
342,441,323
342,451,715
342,452,672
342,459,638
342,460,1693
342,471,1011
342,472,841
342,473,676
342,479,802
342,481,1691
342,482,1462
342,483,1799
342,484,1498
342,485,2306
342,486,1598
342,487,1920
342,488,1768
342,489,1756
342,491,2218
342,499,2396
342,500,398
342,511,309
342,512,307
342,513,211
342,519,373
342,531,2919
342,532,2925
342,539,2920
342,540,485
342,551,953
342,559,1105
342,560,2046
350,011,1459
350,012,1399
350,019,1442
350,020,3120
350,041,555
350,042,537
350,049,560
350,050,1062
350,061,925
350,062,1255
350,063,992
350,064,1302
350,065,1068
350,069,1168
350,081,514
350,089,487
350,091,1993
350,092,2003
350,099,2243
350,101,2009
350,109,2087
350,111,1935
350,121,1656
350,122,2200
350,123,1852
350,124,1790
350,129,1880
350,131,1529
350,132,1658
350,139,1784
350,160,1311
350,171,1378
350,172,1293
350,179,1329
350,181,1417
350,182,1477
350,183,1531
350,189,1471
350,190,1244
350,201,874
350,202,670
350,209,753
350,211,1609
350,212,1458
350,219,1454
350,221,1174
350,222,1041
350,223,1238
350,229,1111
350,230,2321
350,241,2010
350,242,2059
350,249,2082
350,251,2179
350,259,2234
350,261,1690
350,262,1605
350,269,1702
350,271,1503
350,279,1554
350,280,1281
350,291,1011
350,292,1238
350,299,1166
350,300,1351
350,311,1003
350,319,936
350,321,928
350,329,1222
350,331,2248
350,339,2342
350,341,2028
350,342,1991
350,350,80
350,361,2250
350,362,1912
350,363,2213
350,364,2020
350,369,2231
350,371,1698
350,372,1788
350,373,1862
350,379,1923
350,380,1595
350,391,1831
350,392,1865
350,393,1858
350,394,1254
350,399,1853
350,401,712
350,402,837
350,409,719
350,411,1532
350,419,1633
350,421,1957
350,422,1858
350,423,2257
350,429,2164
350,441,2268
350,451,1725
350,452,1601
350,459,1748
350,460,1284
350,471,1169
350,472,1388
350,473,1591
350,479,1540
350,481,832
350,482,1035
350,483,926
350,484,777
350,485,280
350,486,960
350,487,941
350,488,824
350,489,739
350,491,742
350,499,769
350,500,2524
350,511,1911
350,512,1922
350,513,1950
350,519,1954
350,531,1489
350,532,1504
350,539,1675
350,540,1957
350,551,1474
350,559,1493
350,560,870
361,011,1121
361,012,1358
361,019,1205
361,020,4855
361,041,2522
361,042,2579
361,049,2758
361,050,1341
361,061,2815
361,062,2846
361,063,3006
361,064,2962
361,065,2984
361,069,3005
361,081,1857
361,089,1944
361,091,144
361,092,164
361,099,164
361,101,316
361,109,379
361,111,388
361,121,1135
361,122,1367
361,123,1259
361,124,1301
361,129,1430
361,131,1077
361,132,1026
361,139,1109
361,160,2606
361,171,839
361,172,999
361,179,960
361,181,841
361,182,767
361,183,693
361,189,837
361,190,1107
361,201,1254
361,202,1460
361,209,1384
361,211,745
361,212,845
361,219,924
361,221,1503
361,223,1452
361,229,1503
361,230,366
361,241,374
361,242,410
361,249,514
361,251,244
361,259,122
361,261,690
361,262,795
361,269,820
361,271,1263
361,279,1339
361,280,1362
361,291,1291
361,292,1023
361,299,1181
361,300,2492
361,311,1318
361,319,1398
361,321,2587
361,329,2756
361,331,223
361,339,167
361,341,190
361,342,351
361,350,2224
361,361,15
361,362,304
361,363,145
361,364,228
361,369,181
361,371,805
361,372,719
361,373,724
361,379,795
361,380,1640
361,391,705
361,392,497
361,393,614
361,394,675
361,399,575
361,401,1622
361,402,1435
361,409,1677
361,411,2985
361,419,2819
361,421,267
361,422,507
361,423,211
361,429,375
361,441,227
361,451,942
361,452,913
361,459,886
361,460,1525
361,471,1163
361,472,1031
361,473,864
361,479,1076
361,481,1839
361,482,1657
361,484,1705
361,485,2315
361,486,1808
361,487,2092
361,488,1923
361,489,2034
361,491,2291
361,499,2328
361,500,139
361,511,546
361,512,575
361,513,427
361,519,623
361,531,2957
361,532,2947
361,539,2875
361,540,734
361,551,938
361,559,1073
361,560,2023
362,011,954
362,012,1164
362,019,969
362,020,4559
362,041,2328
362,042,2276
362,049,2425
362,050,1085
362,061,2657
362,062,2649
362,063,2742
362,064,2780
362,065,2862
362,069,2940
362,081,1587
362,089,1722
362,091,417
362,092,397
362,099,440
362,101,398
362,109,450
362,111,462
362,121,1068
362,122,1337
362,123,1177
362,124,1249
362,129,1381
362,131,948
362,132,942
362,139,1018
362,151,4634
362,159,4659
362,160,2317
362,171,574
362,172,715
362,179,663
362,181,506
362,182,493
362,183,393
362,189,533
362,190,856
362,201,1026
362,202,1179
362,209,1171
362,211,469
362,212,581
362,219,633
362,221,1294
362,222,1451
362,223,1257
362,229,1309
362,230,694
362,241,366
362,242,380
362,249,441
362,251,503
362,259,431
362,261,377
362,262,535
362,269,539
362,271,994
362,279,1064
362,280,1150
362,291,976
362,292,776
362,299,922
362,300,2252
362,311,1029
362,319,1155
362,321,2436
362,329,2447
362,331,525
362,339,489
362,341,394
362,342,397
362,350,1896
362,361,306
362,362,19
362,363,388
362,364,97
362,369,200
362,371,665
362,372,620
362,373,643
362,379,677
362,380,1402
362,391,442
362,392,214
362,393,335
362,394,392
362,399,289
362,401,1277
362,402,1155
362,409,1339
362,411,2815
362,419,2880
362,421,346
362,422,254
362,423,314
362,429,191
362,441,499
362,451,858
362,452,772
362,459,797
362,460,1284
362,471,902
362,472,759
362,473,697
362,479,798
362,481,1576
362,482,1451
362,483,1730
362,484,1419
362,485,1940
362,486,1478
362,487,1799
362,488,1667
362,489,1643
362,491,2078
362,499,2305
362,500,480
362,511,491
362,512,571
362,513,381
362,519,488
362,531,2757
362,532,2810
362,539,2707
362,540,456
362,551,666
362,559,799
362,560,1763
363,011,1014
363,012,1241
363,019,1073
363,020,4914
363,041,2460
363,042,2609
363,049,2506
363,050,1298
363,061,2801
363,062,2855
363,063,3028
363,064,2960
363,065,2962
363,069,2929
363,081,1850
363,089,2032
363,091,108
363,092,74
363,099,130
363,101,197
363,109,223
363,111,424
363,121,987
363,122,1211
363,123,1104
363,124,1188
363,129,1326
363,131,932
363,132,891
363,139,990
363,160,2727
363,171,879
363,172,980
363,179,1031
363,181,812
363,182,760
363,183,690
363,189,869
363,190,1240
363,201,1277
363,202,1445
363,209,1531
363,211,700
363,212,786
363,219,948
363,221,1388
363,222,1539
363,223,1339
363,229,1399
363,230,413
363,241,207
363,242,238
363,249,267
363,251,210
363,259,189
363,261,666
363,262,781
363,269,979
363,271,1277
363,279,1462
363,280,1225
363,291,1242
363,292,1030
363,299,1235
363,300,2685
363,311,1296
363,319,1580
363,321,2584
363,329,2602
363,331,290
363,339,222
363,341,57
363,342,129
363,350,2265
363,361,155
363,362,390
363,363,21
363,364,368
363,369,318
363,371,655
363,372,590
363,373,600
363,379,648
363,380,1765
363,391,657
363,392,513
363,393,557
363,394,644
363,399,621
363,401,1500
363,402,1343
363,409,1635
363,411,2984
363,419,2767
363,421,131
363,422,388
363,423,117
363,429,236
363,441,173
363,451,798
363,452,775
363,459,741
363,460,1703
363,471,1106
363,472,936
363,473,758
363,479,937
363,481,1813
363,482,1558
363,483,1901
363,484,1595
363,485,2354
363,486,1693
363,487,2135
363,488,1863
363,489,1806
363,491,2243
363,499,2330
363,500,275
363,511,440
363,512,377
363,513,271
363,519,506
363,531,2934
363,532,2953
363,539,2969
363,540,551
363,551,947
363,559,1160
363,560,2119
364,011,1027
364,012,1228
364,019,1019
364,020,4607
364,041,2318
364,042,2344
364,049,2466
364,050,1135
364,061,2611
364,062,2719
364,063,2802
364,064,2779
364,065,2769
364,069,2999
364,081,1660
364,089,1765
364,091,352
364,092,327
364,099,377
364,101,366
364,109,409
364,111,525
364,121,1087
364,122,1368
364,123,1193
364,124,1245
364,129,1369
364,131,995
364,132,979
364,139,1041
364,160,2394
364,171,622
364,172,765
364,179,731
364,181,586
364,182,556
364,183,467
364,189,583
364,190,911
364,201,1000
364,202,1253
364,209,1233
364,211,542
364,212,664
364,219,707
364,221,1327
364,222,1514
364,223,1255
364,229,1342
364,230,622
364,241,358
364,242,360
364,249,423
364,251,425
364,259,357
364,261,466
364,262,594
364,269,590
364,271,1039
364,279,1117
364,280,1211
364,291,1051
364,292,821
364,299,974
364,300,2238
364,311,1092
364,319,1175
364,321,2380
364,329,2513
364,331,458
364,339,395
364,341,339
364,342,395
364,350,1991
364,361,227
364,362,92
364,363,346
364,364,19
364,369,137
364,371,717
364,372,646
364,373,651
364,379,823
364,380,1422
364,391,510
364,392,279
364,393,402
364,394,458
364,399,364
364,401,1369
364,402,1225
364,409,1393
364,411,2827
364,419,2786
364,421,302
364,422,319
364,423,279
364,429,258
364,441,426
364,451,902
364,452,818
364,459,843
364,460,1287
364,471,970
364,472,829
364,473,787
364,479,880
364,481,1630
364,482,1515
364,483,1793
364,484,1477
364,485,2105
364,486,1607
364,487,1861
364,488,1711
364,489,1715
364,491,2084
364,499,2130
364,500,400
364,511,480
364,512,566
364,513,385
364,519,573
364,531,2764
364,532,2745
364,539,2705
364,540,542
364,551,731
364,559,870
364,560,1850
369,011,1145
369,012,1410
369,019,1146
369,020,4771
369,041,2668
369,042,2541
369,049,2677
369,050,1274
369,061,2887
369,062,2978
369,063,3034
369,064,3004
369,065,3081
369,069,2991
369,081,1784
369,089,1935
369,091,360
369,092,328
369,099,401
369,101,399
369,109,474
369,111,484
369,121,1267
369,122,1417
369,123,1364
369,124,1342
369,129,1499
369,131,1092
369,132,1109
369,139,1142
369,151,5195
369,159,5256
369,160,2605
369,171,748
369,172,909
369,179,852
369,181,696
369,182,683
369,183,590
369,189,706
369,190,1035
369,201,1173
369,202,1366
369,209,1313
369,211,683
369,212,792
369,219,819
369,221,1436
369,222,1639
369,223,1467
369,229,1478
369,230,558
369,241,463
369,242,476
369,249,504
369,251,410
369,259,315
369,261,562
369,262,711
369,269,707
369,271,1163
369,279,1239
369,280,1357
369,291,1164
369,292,934
369,299,1109
369,300,2440
369,311,1238
369,319,1353
369,321,2778
369,329,2892
369,331,380
369,339,354
369,341,307
369,342,367
369,350,2152
369,361,186
369,362,200
369,363,301
369,364,136
369,369,49
369,371,850
369,372,774
369,373,744
369,379,874
369,380,1571
369,391,637
369,392,405
369,393,535
369,394,598
369,399,498
369,401,1508
369,402,1349
369,409,1544
369,411,3021
369,419,2827
369,421,318
369,422,455
369,423,244
369,429,367
369,441,432
369,451,1037
369,452,972
369,459,975
369,460,1507
369,471,1165
369,472,942
369,473,895
369,479,984
369,481,1779
369,482,1624
369,483,1930
369,484,1600
369,485,2323
369,486,1700
369,487,2043
369,488,1879
369,489,1851
369,491,2337
369,499,2591
369,500,289
369,511,657
369,512,670
369,513,515
369,519,685
369,531,3041
369,532,3072
369,539,2858
369,540,656
369,551,876
369,559,978
369,560,1978
371,011,433
371,012,585
371,019,503
371,020,4581
371,041,2086
371,042,2227
371,049,2235
371,050,886
371,061,2438
371,062,2680
371,063,2677
371,064,2707
371,065,2569
371,069,2884
371,081,1582
371,089,1807
371,091,770
371,092,723
371,099,864
371,101,489
371,109,495
371,111,384
371,121,445
371,122,709
371,123,528
371,124,593
371,129,718
371,131,297
371,132,320
371,139,306
371,160,2676
371,171,802
371,172,748
371,179,835
371,181,703
371,182,584
371,183,600
371,189,624
371,190,1204
371,201,1021
371,202,1151
371,209,1299
371,211,449
371,212,459
371,219,548
371,221,785
371,222,926
371,223,764
371,229,859
371,230,1087
371,241,431
371,242,397
371,249,450
371,251,896
371,259,884
371,261,661
371,262,767
371,269,995
371,271,1224
371,279,1445
371,280,675
371,291,997
371,292,756
371,299,959
371,300,2612
371,311,1180
371,319,1465
371,321,2307
371,329,2412
371,331,922
371,339,987
371,341,632
371,342,555
371,350,1706
371,361,798
371,362,671
371,363,653
371,364,698
371,369,851
371,371,18
371,372,93
371,373,161
371,379,190
371,380,1702
371,391,456
371,392,492
371,393,431
371,394,475
371,399,480
371,401,1100
371,402,1040
371,409,1300
371,411,2821
371,419,2514
371,421,545
371,422,448
371,423,608
371,429,585
371,441,833
371,451,217
371,452,131
371,459,144
371,460,1594
371,471,603
371,472,433
371,473,228
371,479,392
371,481,1196
371,482,954
371,483,1316
371,484,1084
371,485,1654
371,486,1078
371,487,1404
371,488,1274
371,489,1414
371,491,2074
371,499,2063
371,500,925
371,511,297
371,512,379
371,513,369
371,519,259
371,531,2897
371,532,2821
371,539,3052
371,540,265
371,551,903
371,559,1117
371,560,1987
372,011,527
372,012,651
372,019,558
372,020,4575
372,041,2133
372,042,2262
372,049,2467
372,050,901
372,061,2457
372,062,2720
372,063,2730
372,064,2776
372,065,2602
372,069,2680
372,081,1601
372,089,1752
372,091,686
372,092,638
372,099,682
372,101,427
372,109,424
372,111,424
372,121,489
372,122,770
372,123,621
372,124,655
372,129,745
372,131,370
372,132,364
372,139,438
372,160,2604
372,171,752
372,172,743
372,179,753
372,181,676
372,182,545
372,183,559
372,189,560
372,190,1195
372,201,1034
372,202,1195
372,209,1315
372,211,435
372,212,476
372,219,526
372,221,867
372,222,1013
372,223,843
372,229,951
372,230,1045
372,241,365
372,242,324
372,249,404
372,251,805
372,259,751
372,261,621
372,262,737
372,269,909
372,271,1173
372,279,1422
372,280,738
372,291,1010
372,292,770
372,299,1008
372,300,2718
372,311,1180
372,319,1527
372,321,2357
372,329,2459
372,331,831
372,339,903
372,341,576
372,342,479
372,350,1777
372,361,720
372,362,614
372,363,589
372,364,645
372,369,768
372,371,96
372,372,18
372,373,95
372,379,187
372,380,1689
372,391,418
372,392,461
372,393,400
372,394,438
372,399,466
372,401,1125
372,402,1071
372,409,1372
372,411,2845
372,419,2421
372,421,476
372,422,416
372,423,540
372,429,500
372,441,739
372,451,277
372,452,198
372,459,174
372,460,1638
372,471,658
372,472,473
372,473,299
372,479,454
372,481,1279
372,482,1033
372,483,1187
372,484,1183
372,485,1733
372,486,1219
372,487,1485
372,488,1343
372,489,1471
372,491,2086
372,499,2035
372,500,838
372,511,219
372,512,292
372,513,264
372,519,194
372,531,2850
372,532,2813
372,539,3030
372,540,317
372,551,846
372,559,1106
372,560,1937
373,011,582
373,012,751
373,019,634
373,020,4669
373,041,2173
373,042,2414
373,049,2574
373,050,987
373,061,2534
373,062,2787
373,063,2862
373,064,2833
373,065,2695
373,069,2730
373,081,1691
373,089,1869
373,091,631
373,092,587
373,099,660
373,101,375
373,109,439
373,111,323
373,121,575
373,122,784
373,123,635
373,124,671
373,129,786
373,131,433
373,132,379
373,139,521
373,160,2765
373,171,842
373,172,833
373,179,845
373,181,770
373,182,635
373,183,646
373,189,649
373,190,1273
373,201,1127
373,202,1265
373,209,1438
373,211,512
373,212,571
373,219,625
373,221,921
373,222,1062
373,223,918
373,229,1036
373,230,1048
373,241,356
373,242,253
373,249,402
373,251,755
373,259,732
373,261,711
373,262,812
373,269,1007
373,271,1263
373,279,1529
373,280,844
373,291,1103
373,292,862
373,299,1092
373,300,2789
373,311,1269
373,319,1613
373,321,2447
373,329,2550
373,331,769
373,339,821
373,341,544
373,342,441
373,350,1838
373,361,693
373,362,651
373,363,589
373,364,652
373,369,746
373,371,160
373,372,96
373,373,18
373,379,201
373,380,1773
373,391,507
373,392,575
373,393,490
373,394,531
373,399,563
373,401,1228
373,402,1162
373,409,1439
373,411,2941
373,419,2593
373,421,425
373,422,471
373,423,527
373,429,542
373,441,686
373,451,296
373,452,284
373,459,188
373,460,1747
373,471,729
373,472,559
373,473,396
373,479,521
373,481,1331
373,482,1086
373,483,1422
373,484,1249
373,485,1789
373,486,1186
373,487,1542
373,488,1396
373,489,1527
373,491,2164
373,499,2177
373,500,847
373,511,131
373,512,167
373,513,248
373,519,228
373,531,2929
373,532,2899
373,539,3089
373,540,343
373,551,936
373,559,1186
373,560,2026
379,011,568
379,012,775
379,019,555
379,020,4738
379,041,2211
379,042,2330
379,049,2593
379,050,917
379,061,2454
379,062,2672
379,063,2791
379,064,2588
379,065,2717
379,069,2729
379,081,1685
379,089,1866
379,091,804
379,092,810
379,099,835
379,101,541
379,109,558
379,111,395
379,121,558
379,122,843
379,123,628
379,124,735
379,129,765
379,131,298
379,132,385
379,139,433
379,160,2696
379,171,894
379,172,873
379,179,936
379,181,823
379,182,715
379,183,735
379,189,746
379,190,1208
379,201,1129
379,202,1296
379,209,1262
379,211,591
379,212,571
379,219,602
379,221,930
379,222,1076
379,223,861
379,229,1046
379,230,1112
379,241,486
379,242,450
379,249,525
379,251,896
379,259,857
379,261,787
379,262,876
379,269,978
379,271,1309
379,279,1471
379,280,755
379,291,1114
379,292,877
379,299,958
379,300,2622
379,311,1334
379,319,1549
379,321,2389
379,329,2649
379,331,913
379,339,925
379,341,646
379,342,601
379,350,1864
379,361,832
379,362,694
379,363,686
379,364,815
379,369,871
379,371,175
379,372,169
379,373,208
379,379,53
379,380,1733
379,391,560
379,392,639
379,393,602
379,394,564
379,399,723
379,401,1262
379,402,1190
379,409,1441
379,411,2803
379,419,2569
379,421,589
379,422,551
379,423,654
379,429,632
379,441,847
379,451,292
379,452,241
379,459,228
379,460,1688
379,471,763
379,472,547
379,473,341
379,479,490
379,481,1385
379,482,1074
379,483,1425
379,484,1216
379,485,1811
379,486,1216
379,487,1591
379,488,1437
379,489,1506
379,491,2201
379,499,2202
379,500,917
379,511,317
379,512,346
379,513,422
379,519,357
379,531,2926
379,532,2730
379,539,2925
379,540,488
379,551,977
379,559,1134
379,560,2076
380,011,1489
380,012,1682
380,019,1488
380,020,3768
380,041,1719
380,042,1730
380,049,1629
380,050,1281
380,061,1735
380,062,1599
380,063,1778
380,064,1726
380,065,1789
380,069,1770
380,081,1045
380,089,1133
380,091,1806
380,092,1794
380,099,1879
380,101,1662
380,109,1724
380,111,1562
380,121,1916
380,122,2339
380,123,2099
380,124,2199
380,129,2108
380,131,1554
380,132,1857
380,139,1674
380,151,3729
380,159,3786
380,160,1126
380,171,823
380,172,980
380,179,841
380,181,882
380,182,1056
380,183,979
380,189,1031
380,190,682
380,201,883
380,202,1044
380,209,942
380,211,1146
380,212,1178
380,219,1237
380,221,1724
380,222,1632
380,223,1746
380,229,1625
380,230,2117
380,241,1604
380,242,1570
380,249,1546
380,251,1833
380,259,1735
380,261,1120
380,262,1025
380,269,1031
380,271,428
380,279,364
380,280,1535
380,291,854
380,292,990
380,299,1054
380,300,711
380,311,648
380,319,653
380,321,1502
380,329,1390
380,331,1842
380,339,1967
380,341,1707
380,342,1679
380,350,1588
380,361,1632
380,362,1410
380,363,1756
380,364,1401
380,369,1538
380,371,1705
380,372,1673
380,373,1761
380,379,1734
380,380,114
380,391,1128
380,392,1224
380,393,1159
380,394,1135
380,399,1172
380,401,1181
380,402,1123
380,409,1208
380,411,1486
380,419,1631
380,421,1634
380,422,1294
380,423,1634
380,429,1506
380,441,1887
380,451,1831
380,452,1677
380,459,1782
380,460,456
380,471,1262
380,472,1272
380,473,1442
380,479,1395
380,481,1565
380,482,1553
380,483,1829
380,484,1405
380,485,1543
380,486,1654
380,487,1779
380,488,1682
380,489,1618
380,491,1166
380,499,1333
380,500,1869
380,511,1682
380,512,1807
380,513,1594
380,519,1625
380,531,1421
380,532,1457
380,539,1270
380,540,1344
380,551,728
380,559,638
380,560,913
391,011,504
391,012,759
391,019,509
391,020,4240
391,041,1871
391,042,1833
391,049,1982
391,050,677
391,061,2195
391,062,2312
391,063,2390
391,064,2434
391,065,2354
391,069,2656
391,081,1228
391,089,1460
391,091,756
391,092,709
391,099,772
391,101,620
391,109,574
391,111,480
391,121,866
